x,z,taille
# Ensemble de particules : N = 100 | d = 0.1 | E_0 = 1 | taille = 0
-16.85,22.95,0
5.65,-8.65,0
20.65,-15.75,0
23.35,-0.65,0
-23.35,-22.95,0
22.75,5.55,0
10.95,-0.35,0
1.45,22.05,0
-13.25,21.45,0
23.75,-7.75,0
20.05,-20.65,0
13.65,-23.05,0
-23.85,-16.45,0
-0.95,-21.95,0
13.55,13.05,0
19.75,-21.85,0
-9.75,23.25,0
-12.05,12.35,0
7.45,-4.75,0
9.15,-22.85,0
2.85,-11.75,0
-12.85,-1.45,0
20.05,-11.95,0
14.85,18.55,0
12.35,12.45,0
22.75,-6.25,0
19.05,7.45,0
-14.25,-18.05,0
3.65,14.95,0
20.85,3.25,0
-10.95,3.05,0
-10.55,-18.95,0
-8.25,-11.65,0
-10.35,-15.45,0
-8.95,4.15,0
9.85,-18.45,0
-16.85,-12.25,0
17.75,9.35,0
-9.75,16.55,0
-21.25,-6.85,0
-6.95,-23.35,0
-1.85,-19.25,0
-8.25,-7.85,0
10.95,10.45,0
-24.25,-8.05,0
16.25,-23.05,0
4.35,-3.85,0
7.95,-10.45,0
3.25,9.55,0
3.75,-24.65,0
-11.15,6.95,0
16.25,-23.65,0
4.65,12.35,0
-18.55,5.45,0
11.75,9.55,0
-18.25,-3.75,0
-5.95,-2.15,0
-17.75,-20.65,0
14.85,-23.15,0
15.15,-3.15,0
-14.35,7.15,0
13.95,9.35,0
-11.35,-5.35,0
-20.25,-23.35,0
17.05,2.45,0
-4.25,18.55,0
-12.55,-16.45,0
6.85,-18.55,0
-1.55,4.35,0
-12.95,14.25,0
-23.85,16.75,0
6.45,7.25,0
-18.65,-24.85,0
-11.25,-18.65,0
16.65,14.75,0
2.15,5.95,0
9.95,-18.05,0
18.35,24.55,0
21.85,21.25,0
-1.05,-4.55,0
0.15,21.75,0
-14.25,-22.25,0
-14.25,9.05,0
-20.65,8.85,0
0.45,-22.55,0
-12.65,22.15,0
-7.35,-0.75,0
-23.05,13.85,0
-11.85,18.75,0
10.55,17.95,0
23.65,23.75,0
23.15,-2.85,0
-11.85,-19.65,0
2.65,-9.05,0
-9.25,0.45,0
24.45,-14.15,0
11.25,3.45,0
5.15,-15.75,0
3.65,-21.75,0
14.85,-22.65,0
-12.95,0.95,0
-21.35,6.95,0
-0.65,-16.65,0
-23.85,2.75,0
-18.85,6.65,0
-2.85,1.25,0
12.95,-19.25,0
-15.75,-10.45,0
-11.15,-10.55,0
0.35,1.25,0
13.85,10.25,0
-1.05,-13.05,0
22.65,18.55,0
-20.95,1.25,0
-23.25,-1.85,0
-4.75,-4.45,0
-23.25,-2.05,0
-17.85,-11.35,0
19.85,-1.05,0
13.75,-14.95,0
-19.25,-8.15,0
2.35,-9.35,0
-3.95,-8.45,0
-10.85,-4.55,0
13.55,-24.95,0
-14.95,9.65,0
-24.15,-1.25,0
18.75,-5.05,0
8.25,3.25,0
-10.15,-17.45,0
-9.15,10.95,0
-11.95,14.25,0
-5.25,-0.65,0
18.45,23.95,0
2.65,-1.05,0
23.45,-13.15,0
17.05,-4.75,0
-0.95,7.15,0
7.35,-3.75,0
19.45,-11.15,0
9.05,20.75,0
-1.75,14.25,0
1.85,8.35,0
17.05,12.55,0
-20.65,22.45,0
-17.25,24.65,0
-15.15,-0.85,0
19.35,-4.95,0
7.35,-6.95,0
3.35,5.85,0
-8.35,-3.25,0
-0.75,7.35,0
-1.35,-2.15,0
-22.05,0.05,0
19.25,5.35,0
8.95,-1.85,0
-18.35,0.85,0
-5.95,15.15,0
2.85,5.65,0
-19.75,-7.35,0
17.45,-16.85,0
-24.45,6.15,0
-18.15,4.85,0
-12.35,-19.15,0
-23.25,13.95,0
8.55,10.85,0
-9.15,15.75,0
14.75,-2.15,0
10.85,-6.85,0
1.55,18.65,0
10.25,10.35,0
21.85,11.75,0
10.35,-17.85,0
0.35,-12.65,0
-23.45,2.95,0
2.15,15.25,0
-23.45,20.65,0
-9.85,18.15,0
0.45,6.85,0
10.95,11.15,0
-11.85,17.25,0
-21.85,19.25,0
-8.75,-12.05,0
-19.85,-12.95,0
3.95,24.25,0
16.15,15.95,0
7.55,-4.45,0
-18.95,-9.95,0
-15.35,-8.05,0
10.65,3.15,0
19.95,15.15,0
-7.05,-8.95,0
-13.15,-16.55,0
-8.65,-23.85,0
13.15,10.85,0
-7.25,-11.25,0
-1.75,7.35,0
-8.45,10.05,0
0.35,0.95,0
-20.65,5.45,0
-5.55,-19.05,0
21.05,11.65,0
14.15,-0.35,0
4.85,11.25,0
21.65,18.65,0
-17.15,-9.15,0
-20.85,-4.55,0
-22.05,11.25,0
18.25,-6.35,0
15.55,-15.05,0
-19.65,-3.15,0
-1.05,3.05,0
21.65,7.75,0
7.85,-24.85,0
17.15,0.55,0
-13.75,21.45,0
-4.25,6.05,0
-20.35,-18.35,0
19.65,12.95,0
-20.15,-4.65,0
-21.95,20.65,0
-14.05,17.25,0
13.45,13.25,0
20.75,3.65,0
-1.05,7.85,0
-9.45,24.25,0
20.15,-9.15,0
9.65,10.65,0
-14.35,-19.15,0
6.65,-4.65,0
11.05,22.85,0
3.35,-15.45,0
-7.35,-2.35,0
1.75,-2.35,0
6.05,21.35,0
10.25,18.75,0
-23.85,0.75,0
-23.75,21.25,0
22.95,0.65,0
-2.35,-22.85,0
-7.35,17.85,0
14.95,18.25,0
21.45,20.05,0
6.65,-7.45,0
-23.95,10.25,0
-6.85,11.65,0
-9.35,8.85,0
21.75,-7.75,0
-0.25,2.85,0
23.05,-9.75,0
-22.85,24.65,0
-4.65,-15.65,0
-8.25,5.75,0
-3.95,11.35,0
-11.75,-17.15,0
15.25,-15.85,0
-1.65,-4.75,0
-24.35,-16.65,0
-21.15,24.25,0
-12.65,18.15,0
24.05,-18.75,0
24.35,-4.75,0
24.35,-8.05,0
19.95,14.85,0
-10.75,-17.25,0
-0.45,-22.45,0
-23.35,3.45,0
-23.35,5.15,0
12.55,17.55,0
-17.15,-9.05,0
-2.55,1.45,0
-14.65,-15.35,0
-13.45,13.65,0
-4.25,10.05,0
19.65,-17.85,0
2.75,-3.35,0
-6.95,13.35,0
-2.45,-10.55,0
-23.45,-13.55,0
-24.25,-1.85,0
-11.45,20.25,0
11.75,-4.55,0
17.45,20.75,0
-10.65,-9.05,0
-4.15,15.05,0
9.75,18.65,0
1.75,-8.05,0
-7.55,-5.85,0
-6.05,14.85,0
-20.85,-15.05,0
14.85,6.55,0
21.85,-19.65,0
4.25,15.55,0
0.85,-10.45,0
-15.55,3.45,0
-0.55,-23.85,0
-18.55,22.85,0
-8.15,1.65,0
15.75,0.15,0
-11.15,20.25,0
-17.45,-1.85,0
0.25,-2.15,0
0.05,-1.55,0
6.95,6.25,0
13.55,-18.95,0
2.45,-5.15,0
2.25,-7.85,0
15.45,-19.75,0
22.35,5.75,0
19.85,3.35,0
-24.55,13.95,0
-12.25,-23.45,0
15.45,23.45,0
12.95,-21.25,0
3.45,-23.45,0
-20.75,0.35,0
-7.45,-0.75,0
-3.55,-0.55,0
-23.85,2.25,0
-19.15,0.15,0
-22.65,5.65,0
-9.35,-2.45,0
-6.85,-6.65,0
-20.35,14.95,0
-3.25,21.65,0
-4.65,1.95,0
24.55,9.65,0
8.75,-5.65,0
14.15,-5.25,0
12.05,22.75,0
4.85,-5.65,0
12.85,19.25,0
-9.95,-14.05,0
0.45,17.15,0
-11.65,6.85,0
19.25,21.75,0
22.25,22.65,0
-14.15,1.65,0
19.55,-11.75,0
-20.95,1.55,0
11.05,-12.45,0
-12.35,11.45,0
13.45,7.55,0
-24.35,-17.35,0
-22.25,-19.75,0
-24.35,15.85,0
1.95,21.35,0
2.65,-18.95,0
-8.15,3.95,0
23.25,-2.85,0
16.65,13.95,0
-18.45,-20.95,0
-14.95,-12.75,0
-19.05,10.75,0
-23.05,5.95,0
-11.55,-11.75,0
15.95,-18.35,0
-13.55,9.05,0
-3.15,-7.15,0
3.25,-6.55,0
-16.95,-3.25,0
16.25,-10.55,0
-23.65,17.55,0
-11.05,20.75,0
-20.65,-18.95,0
12.45,4.45,0
-9.25,-8.15,0
6.85,20.15,0
-1.85,3.25,0
-22.55,20.95,0
-9.35,-0.45,0
12.95,-4.85,0
3.35,8.05,0
18.45,17.15,0
-1.35,16.45,0
21.85,21.35,0
-0.45,18.15,0
-13.55,-10.75,0
17.35,16.75,0
-12.25,-19.85,0
-8.35,9.05,0
6.55,0.95,0
-0.85,16.75,0
-11.55,-11.15,0
-21.05,8.25,0
-5.25,-16.45,0
16.05,15.75,0
-0.15,-5.25,0
-13.15,-5.65,0
22.45,5.75,0
-0.55,22.95,0
-19.85,15.35,0
20.25,-22.75,0
-7.45,13.75,0
-22.95,-15.35,0
24.95,17.35,0
-19.95,16.35,0
13.15,-17.65,0
10.05,-16.95,0
-20.65,9.15,0
16.25,-8.45,0
21.45,-5.45,0
5.85,4.35,0
-17.65,10.25,0
-11.45,-14.95,0
-11.65,20.15,0
7.15,-0.25,0
-21.75,-16.25,0
13.85,-12.15,0
10.35,-0.95,0
-16.65,6.65,0
21.15,3.55,0
5.65,-5.65,0
-10.45,-4.25,0
3.45,-9.55,0
20.95,24.25,0
-4.35,0.45,0
-17.65,-13.15,0
-9.35,5.15,0
5.25,-4.65,0
-10.05,-19.85,0
20.55,-13.75,0
9.95,24.65,0
14.05,6.75,0
-22.05,-24.55,0
-19.85,23.25,0
-20.55,-21.85,0
-0.25,-14.45,0
2.95,18.55,0
3.95,-0.55,0
-24.25,5.65,0
9.65,-14.85,0
11.75,-17.55,0
4.75,-23.45,0
2.25,-12.85,0
15.95,-12.65,0
-15.65,-2.15,0
8.95,21.25,0
-16.65,-11.95,0
-0.35,-0.35,0
-1.95,22.55,0
13.95,23.25,0
-22.65,24.05,0
11.95,-23.65,0
-15.25,-14.85,0
3.45,10.85,0
-8.75,10.15,0
4.75,-7.35,0
-9.55,-13.05,0
-8.75,6.05,0
2.25,15.05,0
10.95,18.35,0
11.25,-6.05,0
-15.35,-5.45,0
14.05,-8.55,0
-6.85,-22.65,0
21.35,-13.55,0
-18.95,-6.25,0
22.25,-23.75,0
23.95,-18.55,0
18.65,2.65,0
-20.35,10.35,0
-22.85,21.15,0
13.05,2.45,0
11.15,-0.25,0
-2.85,-15.65,0
-18.05,-9.85,0
22.55,8.25,0
18.55,13.55,0
10.85,24.65,0
-22.55,-19.55,0
18.65,-15.65,0
7.05,17.15,0
-18.45,1.05,0
-12.05,9.15,0
-0.85,20.85,0
-15.85,-9.15,0
13.15,-3.15,0
-10.25,20.95,0
7.15,10.75,0
12.35,-8.25,0
-8.25,-14.45,0
18.85,14.05,0
-15.55,6.35,0
-8.05,24.65,0
-15.55,10.45,0
24.65,4.75,0
-5.05,-11.05,0
-24.35,15.45,0
5.65,19.75,0
5.95,3.05,0
9.05,-1.15,0
12.75,-14.05,0
-17.75,12.85,0
-11.05,-2.95,0
21.55,7.55,0
-17.65,6.05,0
-12.55,-0.65,0
10.35,-16.75,0
-10.05,-16.95,0
7.35,-15.65,0
20.15,-7.85,0
13.85,-10.45,0
-11.55,9.95,0
12.05,4.35,0
12.45,-7.75,0
21.15,23.65,0
0.15,4.35,0
-22.55,-2.65,0
9.95,-6.65,0
-20.95,-6.95,0
15.45,-12.55,0
2.95,-1.75,0
-2.75,15.35,0
20.05,17.25,0
-15.45,10.15,0
-5.25,15.75,0
9.95,-21.55,0
-21.45,-9.35,0
10.55,-13.05,0
-17.45,-20.85,0
4.85,19.05,0
20.15,18.95,0
2.55,0.25,0
12.75,-0.55,0
-12.85,11.35,0
-11.45,3.95,0
12.55,23.75,0
12.85,14.25,0
-2.25,-9.85,0
21.05,-23.75,0
24.55,-20.65,0
11.35,-0.85,0
7.55,-10.15,0
8.85,-16.75,0
12.55,10.95,0
-15.65,-7.05,0
16.35,-2.15,0
-6.55,-2.55,0
-4.95,-2.05,0
-3.85,8.05,0
-12.05,24.55,0
1.85,3.75,0
-24.75,-11.75,0
-12.75,22.25,0
1.85,-22.05,0
-0.15,-17.75,0
12.75,11.05,0
24.95,-7.35,0
-23.75,17.75,0
19.25,-12.35,0
-14.15,-18.75,0
14.35,-15.75,0
9.65,9.55,0
18.15,19.95,0
-3.65,-0.35,0
1.15,-13.65,0
-18.45,0.15,0
22.15,12.75,0
12.35,24.55,0
-3.65,-23.85,0
-20.15,21.85,0
-22.75,-14.85,0
0.95,-15.55,0
16.45,6.35,0
-12.45,18.75,0
-22.45,13.65,0
-1.65,-12.85,0
-14.85,-17.55,0
0.15,8.55,0
-9.15,19.55,0
-18.65,6.15,0
-12.35,3.25,0
24.55,-9.85,0
15.25,-15.35,0
3.55,-8.55,0
-0.25,15.05,0
8.65,17.85,0
14.85,17.55,0
-5.85,-21.45,0
13.45,-17.45,0
11.55,-2.85,0
7.15,17.55,0
-9.75,0.05,0
-16.55,-2.85,0
5.75,23.15,0
-9.55,9.55,0
-7.25,-5.35,0
9.05,-12.05,0
-5.35,-17.15,0
-8.35,-21.75,0
17.05,7.45,0
15.15,-7.75,0
1.45,-1.85,0
-20.55,-19.65,0
16.85,-2.75,0
14.05,-24.95,0
-10.55,11.95,0
14.05,2.95,0
7.95,-9.75,0
14.05,-8.35,0
-19.55,3.15,0
-9.25,10.25,0
7.35,1.95,0
2.25,-10.65,0
-4.65,-21.95,0
-5.55,-4.65,0
-11.15,-7.15,0
-7.25,-9.75,0
-13.55,9.55,0
-19.75,-1.35,0
7.55,-18.75,0
6.55,9.65,0
-15.95,21.35,0
-3.75,6.65,0
10.65,24.85,0
16.35,16.35,0
-16.85,4.85,0
-20.85,10.55,0
20.15,22.65,0
8.15,-23.35,0
-3.05,16.55,0
7.65,24.45,0
-17.75,3.85,0
-17.25,23.65,0
5.95,22.65,0
-21.75,-3.45,0
-10.05,4.05,0
15.45,16.15,0
1.85,-15.65,0
14.35,10.25,0
-24.15,-11.85,0
14.65,-6.55,0
-13.15,5.95,0
21.75,13.45,0
-19.95,1.55,0
3.25,21.45,0
-4.85,-14.85,0
-5.35,10.15,0
2.65,-13.45,0
-22.45,-19.05,0
-1.15,-16.85,0
8.25,-21.35,0
20.05,19.45,0
-5.85,-8.55,0
13.55,-24.35,0
16.55,10.45,0
-17.55,18.05,0
19.75,10.55,0
12.85,-24.55,0
-16.75,-24.35,0
22.75,18.65,0
9.35,18.25,0
-7.45,9.15,0
-9.55,20.25,0
23.55,-2.65,0
-23.55,-10.05,0
-7.15,11.05,0
-11.15,24.65,0
18.35,-1.95,0
-9.95,-3.55,0
0.45,18.85,0
24.35,12.45,0
13.35,-8.75,0
-13.95,-14.65,0
21.35,-11.25,0
-15.25,23.35,0
-10.25,-20.15,0
-5.45,22.95,0
1.35,-12.35,0
-7.25,2.35,0
-15.15,21.75,0
21.65,3.45,0
-12.65,-13.95,0
3.65,13.25,0
-24.65,14.35,0
12.65,-24.05,0
-22.75,-9.65,0
-3.05,-9.45,0
-20.85,-3.15,0
21.85,17.35,0
12.35,14.95,0
-16.45,10.85,0
-18.25,14.65,0
-7.85,-3.75,0
-15.35,9.35,0
-4.35,-10.35,0
-11.25,-23.95,0
-13.75,24.65,0
16.05,12.55,0
-13.45,12.25,0
-1.45,-20.05,0
-11.05,13.45,0
9.85,8.45,0
15.05,-2.85,0
-16.25,14.85,0
20.75,9.15,0
-8.35,-4.05,0
-20.05,23.95,0
-18.25,-24.35,0
11.55,-10.35,0
5.45,-14.15,0
-18.55,6.05,0
0.05,-19.25,0
1.25,-10.85,0
13.85,18.95,0
-3.05,8.35,0
7.15,-20.05,0
11.65,3.75,0
-16.35,8.15,0
24.15,17.25,0
8.15,-8.35,0
-1.05,0.25,0
-4.85,21.05,0
10.55,-4.45,0
24.75,15.95,0
-2.25,20.65,0
-22.05,-6.05,0
24.75,9.95,0
4.75,-2.65,0
-2.25,-16.75,0
16.65,14.15,0
2.55,23.35,0
9.05,22.05,0
-24.75,-7.55,0
14.95,4.45,0
11.55,-11.25,0
-8.45,21.65,0
-2.75,-9.75,0
22.85,7.55,0
4.05,0.25,0
2.95,22.05,0
6.95,15.15,0
-5.75,-8.75,0
21.55,22.15,0
-21.55,0.05,0
-18.75,-21.15,0
12.15,-5.15,0
-17.75,12.75,0
-2.95,-4.55,0
-12.85,-23.35,0
-22.75,13.55,0
12.05,-2.75,0
18.65,16.15,0
-5.35,-24.25,0
-8.25,-1.95,0
11.95,-4.85,0
0.05,-10.85,0
-13.35,11.75,0
20.95,-6.75,0
-23.35,9.75,0
-9.85,6.95,0
23.35,-9.05,0
-18.95,-12.35,0
17.95,-21.05,0
-23.45,3.05,0
-20.35,0.65,0
18.75,-10.55,0
-18.85,-24.05,0
-18.15,24.65,0
1.35,-19.05,0
-12.15,18.15,0
22.35,1.55,0
-22.75,-6.25,0
24.25,-16.95,0
-3.65,-9.75,0
-24.65,5.35,0
14.85,23.95,0
-16.95,6.55,0
-8.35,11.35,0
-14.75,3.15,0
-4.95,-6.25,0
-0.75,0.95,0
-19.55,-11.85,0
1.55,16.65,0
9.15,-2.05,0
12.55,-5.25,0
7.45,-21.65,0
-15.25,-13.35,0
-21.45,0.65,0
22.35,-6.55,0
-12.65,12.65,0
5.35,15.75,0
16.05,14.35,0
-0.85,2.55,0
12.75,12.25,0
14.85,-6.35,0
-8.25,-9.95,0
-22.75,-6.95,0
-15.05,-3.25,0
-14.85,-24.25,0
-17.75,2.15,0
-7.95,14.35,0
-13.85,13.05,0
0.95,-14.55,0
-13.65,0.25,0
-7.05,-15.55,0
3.25,-4.55,0
9.85,-6.55,0
-7.35,-16.35,0
18.95,23.65,0
11.45,6.95,0
5.05,-0.25,0
-11.65,21.95,0
4.65,-5.05,0
-20.05,8.15,0
-0.05,15.75,0
15.65,24.85,0
3.25,3.25,0
-22.65,24.95,0
2.75,-7.45,0
-22.45,22.35,0
1.25,13.35,0
-21.35,24.95,0
-20.85,-11.95,0
2.85,18.75,0
9.35,-3.75,0
-17.65,-18.15,0
17.25,5.55,0
2.85,-16.25,0
5.75,0.35,0
19.95,7.05,0
8.55,-15.75,0
4.85,18.85,0
17.25,-24.55,0
15.75,18.75,0
6.05,-7.35,0
-8.95,17.35,0
2.05,-6.35,0
-7.85,8.85,0
20.85,-6.85,0
-4.55,-12.35,0
11.15,11.05,0
16.35,14.95,0
-6.85,10.35,0
21.95,4.85,0
23.45,8.25,0
5.75,-11.45,0
14.95,-11.65,0
14.05,-24.55,0
24.25,22.55,0
22.45,-5.25,0
15.15,-11.95,0
-24.35,10.75,0
-9.55,-4.45,0
-17.65,-16.15,0
6.75,3.15,0
23.55,20.95,0
11.85,-19.65,0
-23.35,-5.95,0
-2.15,-16.75,0
7.95,6.35,0
-21.05,-7.45,0
16.95,-12.05,0
10.45,-2.75,0
-0.95,-5.15,0
-8.25,3.15,0
-8.75,-4.15,0
0.75,-15.25,0
-19.45,-0.65,0
-12.15,-21.35,0
-14.25,-23.85,0
20.35,-18.85,0
3.65,14.35,0
14.35,-12.55,0
-17.25,17.05,0
-7.05,-18.65,0
-12.85,-6.35,0
-8.95,1.45,0
12.25,24.55,0
-15.65,-17.15,0
-24.95,-14.85,0
22.95,-18.95,0
-21.45,20.15,0
12.25,3.35,0
-22.95,13.85,0
11.35,-14.05,0
4.55,-18.35,0
-4.65,17.15,0
9.55,-3.15,0
3.55,-6.85,0
-2.75,-10.15,0
-21.85,21.35,0
-12.35,-17.25,0
-18.75,-9.85,0
5.25,-13.25,0
-24.95,-23.75,0
-8.15,-8.65,0
-22.75,0.45,0
-9.45,1.55,0
-8.05,12.65,0
-10.95,0.25,0
-22.35,-0.25,0
-15.35,-9.95,0
-4.35,15.85,0
10.55,14.65,0
-7.75,24.55,0
-12.15,-12.55,0
-19.25,-2.05,0
-9.45,5.55,0
16.75,-4.15,0
-7.75,-23.85,0
13.65,10.15,0
-5.15,23.35,0
7.95,21.65,0
-3.55,12.85,0
-4.95,17.25,0
-0.75,-13.55,0
13.95,-17.15,0
-17.85,6.75,0
4.05,18.65,0
10.45,-5.85,0
9.95,13.25,0
-21.45,-15.35,0
-14.55,14.85,0
-4.05,-11.15,0
-11.95,-1.35,0
18.95,-20.45,0
-24.45,-14.35,0
19.95,-8.25,0
20.65,-14.05,0
-9.25,-21.05,0
6.25,0.95,0
20.55,21.15,0
-7.65,-15.75,0
9.15,2.45,0
-17.85,-0.95,0
10.75,-16.75,0
-19.55,-6.95,0
-11.05,19.85,0
12.45,13.25,0
18.95,22.85,0
-11.35,-18.05,0
16.85,-14.75,0
1.25,-1.45,0
-4.15,8.15,0
-6.85,-23.65,0
-13.05,-2.25,0
2.25,-18.15,0
-21.15,13.15,0
-11.75,-2.65,0
-13.65,5.05,0
7.25,-14.65,0
-17.55,-4.55,0
-23.35,13.35,0
5.65,9.25,0
12.05,-5.55,0
5.75,-10.75,0
-3.45,19.75,0
4.45,-2.35,0
-12.65,-22.75,0
-17.45,5.65,0
-23.65,18.45,0
12.25,-15.25,0
10.85,-6.45,0
-6.05,9.05,0
-0.85,-2.65,0
-11.65,-2.25,0
9.15,2.85,0
6.45,11.35,0
19.95,19.45,0
5.65,-3.35,0
11.45,-2.15,0
19.95,-0.65,0
-15.15,-3.15,0
23.85,21.65,0
-8.25,-17.55,0
-1.25,-21.65,0
18.55,-22.05,0
-0.05,1.95,0
-23.05,10.45,0
24.25,17.05,0
5.65,-12.15,0
-1.65,17.95,0
-5.05,-3.25,0
5.55,-5.55,0
16.75,-22.65,0
-17.35,-18.35,0
12.45,3.75,0
24.05,-0.95,0
19.45,3.25,0
16.85,-16.15,0
21.65,3.25,0
-12.95,13.45,0
8.65,6.85,0
-23.85,3.55,0
9.05,5.05,0
4.75,-21.65,0
17.35,-7.75,0
-19.85,-15.55,0
-5.75,-2.65,0
-11.55,-1.45,0
18.65,-5.25,0
11.35,-5.45,0
7.15,-23.05,0
17.95,-21.35,0
8.55,22.95,0
-15.25,22.75,0
21.75,-16.65,0
-15.65,-24.45,0
6.95,6.75,0
-3.55,6.65,0
-2.05,16.25,0
4.75,-6.45,0
-0.45,-9.95,0
11.75,12.05,0
-19.15,14.55,0
-6.55,11.35,0
-4.95,16.15,0
17.25,20.15,0
-3.35,3.05,0
-3.15,5.75,0
16.15,-14.35,0
9.95,-13.05,0
23.85,24.95,0
-13.45,-16.75,0
-10.15,12.35,0
11.35,13.25,0
-22.55,-20.05,0
-24.55,-6.35,0
22.15,-2.95,0
-23.65,2.75,0
-14.65,20.75,0
-0.75,19.75,0
-3.35,-5.75,0
-12.35,4.85,0
-1.55,0.85,0
6.25,24.45,0
20.45,-9.25,0
21.25,16.65,0
7.45,-2.15,0
-7.75,-6.45,0
3.35,12.25,0
0.05,-16.55,0
-5.55,3.15,0
1.15,-9.55,0
14.85,-19.35,0
11.15,-12.75,0
-12.25,-1.55,0
-23.65,19.95,0
-24.55,-14.55,0
0.45,2.95,0
-23.95,5.45,0
16.05,-22.55,0
-1.95,-22.05,0
-23.75,-5.55,0
21.05,-19.35,0
11.65,1.85,0
0.65,-3.85,0
-10.35,-15.85,0
-3.75,-16.35,0
-23.55,0.55,0
-10.95,-11.95,0
18.45,-1.25,0
5.05,-23.85,0
-1.25,3.65,0
-18.35,2.45,0
-13.85,9.75,0
9.85,-17.05,0
-22.85,-11.05,0
2.75,16.55,0
-10.35,-20.35,0
6.25,24.95,0
-24.55,-16.45,0
-2.25,-24.55,0
12.95,5.05,0
-21.55,7.25,0
-16.45,-2.95,0
24.75,-13.95,0
-15.55,6.85,0
-12.65,-18.75,0
-14.35,16.15,0
-21.25,6.75,0
-21.95,15.95,0
-14.85,-11.55,0
21.65,1.55,0
13.25,-2.35,0
0.75,-10.85,0
-10.95,-8.35,0
-1.15,3.55,0
17.55,-3.55,0
8.55,-12.15,0
-14.55,3.45,0
10.75,18.95,0
11.95,-4.15,0
3.65,-23.25,0
-23.65,-21.45,0
-7.25,-17.15,0
-11.45,20.95,0
23.35,-18.05,0
-16.65,1.25,0
-11.55,-24.85,0
-23.95,15.05,0
19.55,17.55,0
-13.45,-22.85,0
16.75,11.85,0
-3.05,14.65,0
7.45,-4.15,0
-24.95,-8.85,0
-12.35,0.75,0
16.95,14.05,0
5.35,-2.15,0
-22.55,-22.65,0
-12.05,-18.85,0
6.85,13.45,0
16.25,-15.95,0
-20.85,2.55,0
-11.55,11.15,0
-4.55,18.65,0
15.35,16.05,0
-8.55,10.15,0
20.85,10.45,0
-0.35,22.35,0
10.75,13.55,0
4.55,-1.45,0
-22.75,-11.15,0
23.55,12.95,0
-10.45,13.15,0
-17.75,-4.45,0
-2.85,-14.15,0
-14.95,-17.55,0
-22.95,-6.75,0
-3.85,-21.15,0
-14.75,-12.85,0
9.95,14.65,0
14.65,-17.75,0
20.45,15.25,0
-17.55,-12.45,0
23.15,-22.05,0
-8.95,-18.05,0
23.45,3.35,0
10.35,-19.55,0
0.85,22.55,0
11.65,13.35,0
4.45,15.25,0
-20.35,-20.95,0
3.75,-6.15,0
3.05,-18.65,0
11.15,10.05,0
20.25,22.25,0
14.75,-6.25,0
21.45,-7.85,0
17.35,18.05,0
-18.85,-12.95,0
-10.75,0.85,0
6.05,-15.15,0
-5.45,22.25,0
-2.75,14.05,0
0.05,11.85,0
17.75,-4.75,0
-15.95,-18.95,0
19.25,-23.75,0
14.35,-1.45,0
7.35,14.55,0
5.75,-2.45,0
-24.55,22.55,0
1.15,18.95,0
19.75,-14.55,0
-15.55,17.95,0
-0.35,-7.45,0
-13.05,22.05,0
-9.15,11.95,0
-24.45,-24.45,0
0.95,4.85,0
7.05,4.05,0
-6.25,-16.25,0
-7.65,17.35,0
11.55,7.25,0
-23.25,9.05,0
-2.15,-18.65,0
-14.05,-4.65,0
22.05,-6.05,0
-2.65,-23.05,0
-3.55,-9.25,0
0.45,4.95,0
14.15,-16.85,0
18.15,-20.15,0
-13.05,-9.55,0
-23.45,-9.05,0
-4.95,-20.85,0
0.95,14.75,0
-13.35,-14.85,0
-16.45,16.05,0
20.45,21.65,0
6.75,22.65,0
1.15,-19.55,0
17.25,-3.35,0
16.75,-19.35,0
15.85,18.45,0
5.15,23.65,0
-9.55,5.85,0
-0.55,-14.25,0
18.55,-0.95,0
-2.35,4.45,0
-22.55,-4.95,0
0.95,-16.25,0
0.25,-16.65,0
18.95,19.95,0
5.75,-20.35,0
-12.65,16.55,0
21.85,-12.35,0
11.15,-22.85,0
-7.15,13.95,0
-24.35,-2.05,0
8.55,16.95,0
-5.45,-14.55,0
-15.05,-1.15,0
2.65,-5.75,0
-19.35,13.25,0
-8.55,-24.05,0
-9.75,8.65,0
-10.75,24.05,0
-13.75,22.35,0
19.35,23.05,0
-20.35,14.85,0
-16.95,-16.75,0
-18.85,3.35,0
16.15,-17.25,0
-5.65,19.75,0
12.45,12.35,0
-22.05,12.05,0
20.85,-22.95,0
-11.55,1.35,0
-17.65,-15.25,0
-1.95,7.15,0
-20.65,-22.65,0
-18.25,-10.85,0
-18.55,24.85,0
19.15,-23.65,0
20.95,-21.05,0
-6.45,24.25,0
-4.15,-2.95,0
-4.75,20.25,0
-21.15,-8.35,0
17.85,24.95,0
3.45,15.65,0
9.75,17.95,0
19.65,-4.95,0
14.55,-5.75,0
-20.45,8.35,0
8.65,17.95,0
3.75,12.35,0
-17.65,18.35,0
10.05,12.85,0
11.15,0.15,0
5.35,22.75,0
-5.15,24.75,0
-13.05,12.85,0
-16.75,3.75,0
-24.45,-10.95,0
10.25,-0.55,0
-18.45,-22.05,0
5.95,-10.45,0
-8.95,-0.85,0
-13.95,8.55,0
17.25,1.25,0
21.65,12.95,0
21.55,24.85,0
6.35,23.25,0
23.35,-24.65,0
-5.75,-11.75,0
2.45,7.35,0
-2.25,-12.25,0
-13.15,19.55,0
-14.95,24.55,0
-15.95,-16.95,0
