vx,vz
# Ensemble de particules : N = 160 | d = 3.3e-10 | E_0 = 1.19e-21 | taille = 3.99e-10 | masse = 6.63e-26
-259.769,-142.655
210.786,29.884
62.2332,-135.871
291.622,-270.917
168.463,125.339
-227.367,121.881
82.8531,-18.422
54.1865,98.8389
117.39,-15.2747
-233.768,22.326
-60.5937,-341.469
-84.8079,-262.071
143.95,-62.2293
32.965,-168.271
-112.247,-9.67323
193.136,34.1569
-30.1635,-204.483
292.59,60.3355
-167.34,-135.201
71.4095,-45.856
117.243,183.548
-52.527,-31.2331
149.318,-31.2137
87.0611,-103.542
15.2827,-111.096
201.774,-206.636
54.7687,-147.266
-119.274,-13.7875
-104.615,-74.9775
-240.464,-19.1306
81.9985,2.75629
89.419,61.1228
217.881,65.2694
-83.5993,-317.818
71.1329,90.9053
-10.6907,104.087
-166.636,77.1528
214.591,-65.6722
100.008,-121.337
-26.7776,-85.3577
-157.717,154.126
-219.065,287.013
-41.4807,121.33
-54.7073,-216.819
-168.893,160.005
81.9498,-158.91
14.5367,-278.381
-2.77855,15.8341
-259.092,267.465
9.42639,-268.767
-227.628,-110.492
-122.891,-59.4147
146.194,-113.872
135.705,-36.895
-31.0847,254.479
-6.15004,135.741
-6.52871,71.5066
144.729,44.7027
-129.817,-147.906
-82.4334,-10.3287
174.173,-26.7407
-120.188,136.768
119.925,62.5955
-253.81,-171.951
-59.6564,34.1819
87.0662,172.526
-24.7816,-112.809
33.099,-27.9096
24.132,-109.036
106.412,57.4785
169.873,-12.5344
8.5568,-22.1457
-13.0589,97.3648
74.2954,167.137
28.4429,24.9751
-89.6913,-261.421
30.6945,48.3603
66.2808,39.3173
-168.09,86.0665
-29.5336,90.2971
-308.622,349.529
-23.2637,-143.356
-239.793,-14.5635
-137.282,-69.9765
-193.176,-80.4274
-102.271,-25.922
124.669,82.7422
198.539,-20.0836
232.668,182.199
-76.4443,85.8
83.9383,-65.4224
29.0932,-37.3316
-35.9878,-23.3136
-217.01,-183.441
-97.2307,17.0977
-98.8279,312.203
63.2087,-162.474
10.2877,35.49
-131.708,21.4
7.10036,-228.859
150.275,-59.1255
100.901,-93.9875
-37.4187,-99.4688
20.5733,191.389
-40.8042,-382.905
242.634,-280.382
-35.4408,100.403
-16.2825,-154.543
266.041,-241.864
147.989,-80.9099
43.2639,121.903
228.975,-2.24344
237.566,-138.8
-232.505,54.6023
-134.871,-6.03422
-88.5339,32.9875
-60.0037,-146.588
-92.085,132.686
-29.9272,-199.432
183.15,157.035
2.20446,-83.0187
61.1439,131.209
-113.298,179.788
-236.787,-28.2154
-351.783,99.2218
-141.58,-123.435
83.2414,-118.85
-26.9104,-45.7834
-25.1893,103.249
14.5868,-151.41
121.345,-79.3012
312.423,29.255
205.487,-139.169
-12.1534,-214.32
-89.5875,-101.52
-380.642,50.0308
317.708,233.938
97.8658,-23.4435
140.187,136.213
-53.6791,189.787
76.7563,-206.302
166.329,252.197
131.201,-179.152
4.07308,48.0259
-15.5038,-225.194
266.57,-83.5679
284.371,143.037
-40.4634,122.329
100.366,-70.8833
-13.1006,17.8941
85.0277,172.57
-152.499,115.102
218.153,-79.6306
54.0542,-126.448
116.149,-118.903
-163.774,31.5058
66.7248,-2.16806
-213.364,-47.3294
14.9685,274.692
24.2058,78.9243
-89.4643,5.26527
37.5484,-0.86931
5.76292,162.537
148.026,100.547
105.765,34.3773
-101.832,11.1514
22.3729,160.494
173.528,101.502
55.5132,-18.3443
-52.1906,-93.6262
136.086,-89.3617
-178.536,-99.7573
-83.5439,199.262
168.578,-57.4454
148.922,87.5492
-45.1066,-128.398
-319.697,-93.2048
264.82,25.6323
-107.261,15.7782
17.8313,-139.54
-194.673,-85.9946
-388.57,-195.137
177.03,-152.428
-233.882,-76.9966
-192.048,262.4
38.7783,47.2746
15.8619,-29.107
-115.424,158.893
81.5565,-78.1865
-422.523,74.7182
-137.754,157.118
-293.836,64.9952
64.6257,248.138
4.03602,-49.4204
-116.781,-20.5304
127.927,-177.371
161.552,-50.327
22.922,-61.6647
63.0607,-286.349
210.128,153.372
-254.313,-70.1099
10.3186,191.025
310.346,-131.025
-14.5419,192.128
57.5088,35.6023
28.3488,59.0157
15.3737,267.86
-64.2906,-12.4139
122.842,37.9142
55.449,-66.842
41.4401,252.235
166.041,-95.0705
-157.613,-182.144
48.239,-159.064
43.8235,-142.263
3.09032,-163.019
-85.9844,-47.071
-192.546,16.8637
-155.335,-274.134
109.585,175.452
-74.7024,154.622
17.0964,111.724
85.6802,-15.0612
-23.032,23.6869
43.2682,63.2388
-134.444,-267.368
46.4418,138.626
-43.0945,139.739
-134.646,-11.448
-29.7249,-13.1249
-15.8719,-164.148
19.5104,275.748
13.1779,7.73509
94.7147,-66.6546
71.3683,32.1462
-47.3435,-11.7749
-259.833,-306.278
-23.4423,-64.3699
-22.0611,115.384
51.4277,27.789
43.0354,-75.8155
61.8567,35.8674
-198.381,-139.388
73.44,189.52
-13.4834,210.911
-51.5178,242.92
-67.5054,305.072
0.50967,-5.19865
-148.889,-103.514
-7.70413,82.8295
-69.8914,-24.3737
63.3377,-80.0774
-98.9977,-33.287
1.68729,59.0215
213.26,-55.1513
-273.567,-191.239
129.514,-97.8942
66.5177,91.5566
6.57964,30.1785
-236.521,13.4192
-220.865,-95.6839
-212.009,32.3614
224.098,73.4834
-65.2957,-29.6738
-75.3026,-177.083
190.541,186.109
52.4001,79.8007
-288.095,162.532
84.6189,66.0173
-30.0636,-36.7474
27.768,122.256
41.8236,-16.0832
-60.594,197.551
163.681,35.7047
73.1801,-38.6336
157.011,26.5489
116.665,-190.864
192.68,131.236
24.6124,-2.94079
9.57346,-35.2219
66.2434,-191.824
-212.8,-21.1802
80.4089,35.1673
303.285,-27.4489
42.7497,135.566
81.0256,22.1349
-170.424,-76.6812
-22.0842,236.437
-9.91779,-73.882
141.772,100.403
135.691,-218.261
-49.1204,100.676
-7.96253,191.799
-22.8839,62.4244
115.883,-27.2551
42.1769,-60.7645
53.5515,225.948
-156.002,214.911
-124.417,80.029
100.866,159.593
-111.77,-56.4334
-41.7605,-200.129
-15.5334,-129.824
56.3805,151.692
198.176,174.237
262.253,322.153
35.5597,79.857
279.316,241.499
39.5076,39.3536
-24.2432,38.8803
117.976,-54.4607
-87.0328,108.641
-11.131,-6.86449
-8.1185,-169.848
-96.5708,-142.147
11.6077,316.58
60.4982,-95.7798
71.3893,162.418
-123.453,58.6242
-411.488,42.4322
-7.34114,-174.239
-12.8228,-12.5375
32.5773,-259.375
65.9272,259.595
-29.4222,235.875
-19.031,-161.618
90.9392,-75.3205
106.415,-86.779
354.124,-34.2085
-43.2867,204.065
60.5268,22.854
104.634,-92.783
-180.481,46.6956
151.76,-3.4743
-94.9108,-56.3035
-354.093,-36.0554
98.319,-75.4123
-122.267,-118.223
-44.4256,127.194
-234.994,155.236
9.81251,214.393
188.205,92.5656
-0.269284,-11.9739
42.3405,-211.325
-110.858,31.1975
-241.087,-154.51
130.446,43.6677
-12.0231,120.442
-267.664,-186.764
-99.7488,-176.175
-135.361,-155.872
-12.5401,67.5401
254.567,-37.5666
-114.872,-166.842
-85.8905,87.0916
-3.42094,-104.271
85.6174,-191.426
-53.6107,102.082
-38.3495,-38.9411
9.39065,88.1484
283.726,199.141
-206.757,-209.703
-38.4442,10.2404
-57.9356,29.7874
101.909,-157.427
149.4,-85.7066
58.7344,141.991
-149.615,-118.846
-129.706,82.155
60.4236,-28.7259
12.0114,-242.573
-24.3831,-63.6351
34.368,-181.825
120.866,114.325
-45.6998,-3.58925
-93.0797,-325.995
80.7035,-129.902
-108.712,-173.448
-71.5058,-32.6019
-66.1384,-51.856
-73.3001,-240.532
31.0352,-19.4786
-95.7644,-93.6552
161.198,-15.739
-0.882373,-142.456
-35.5701,-57.7318
-90.078,145.374
-27.3376,129.196
-41.2707,142.009
-122.435,106.59
53.8092,-107.39
5.05419,-163.775
-103.92,123.844
-27.8639,-105.085
-112.589,-140.556
-121.475,-89.1679
52.7999,68.6545
-138.074,-155.667
148.427,208.656
-136.809,-235.168
143.504,5.58311
184.337,-151.275
21.8789,-73.6398
-315.348,-208.639
174.524,-103.849
-76.5949,59.8838
158.421,-19.7611
-160.321,-138.276
-155.274,299.502
-12.301,41.3652
-28.1144,-145.214
21.3117,16.9423
32.869,177.232
-24.2362,21.9127
87.2855,221.655
-227.828,147.731
134.601,224.767
103.027,46.4791
118.184,-42.6441
88.3801,102.641
137.648,-190.028
-160.681,-47.6203
243.341,66.6189
54.2812,-170.378
250.222,-204.758
-112.843,50.7285
18.6007,-93.6821
-264.177,-46.472
-227.912,146.685
-53.039,-114.232
-179.593,-8.38172
125.984,180.425
158.682,-75.3166
32.4725,201.955
-147.689,182.168
166.489,-62.3675
-44.5329,42.4463
-96.6783,87.457
113.389,-27.4376
-185.97,-41.3124
173.674,5.25015
157.042,11.4311
36.7465,80.2464
-32.9128,207.292
-184.27,-152.2
66.5976,20.0527
-266.201,-47.6404
-146.222,-79.2061
-101.712,315.955
-124.252,-55.6715
-60.029,138.366
269.024,-193.475
-97.9662,79.5987
-108.749,45.8811
13.9595,181.027
37.5581,-20.5257
-35.1231,-10.4249
174.026,-7.84548
19.6239,-134.325
-119.424,190.732
145.462,-156.748
-105.691,-79.7064
-172.633,-97.7438
-105.257,27.0208
-111.683,5.85722
-43.0423,253.379
23.3404,72.4756
-137.502,102.241
20.5829,-15.8514
-28.9067,29.8597
33.0581,309.785
-45.2113,-64.0463
-32.1406,-207.48
128.825,-163.848
388.145,-165.594
-22.9981,-195.452
-295.467,63.3588
-1.09966,54.5564
-167.632,-150.436
87.1396,16.8411
-40.1698,44.5198
38.6467,-115.147
-101.03,-67.4373
15.2637,-112.786
141.227,44.6677
145.918,7.13097
-163.461,214.605
36.4074,137.977
-216.606,-28.3354
-37.4416,188.973
-50.6754,124.114
-183.492,230.883
-288.5,-29.29
-485.333,-10.5527
-120.56,-23.7683
115.135,-11.2975
-103.229,118.164
57.4887,-144.725
-363.331,53.4254
-129.936,161.044
-94.5603,46.3475
204.853,17.0804
16.5106,-84.9798
-59.2752,116.219
-49.4344,-100.737
-68.1214,167.017
-122.706,-30.7111
7.41382,-75.8374
-114.477,49.3103
-10.2389,-49.0031
-89.2717,103.611
-78.6152,285.005
97.712,99.4886
-127.961,-96.0676
-116.295,40.8838
134.983,68.3788
-22.5704,137.665
-288.081,-144.715
-172.302,13.6893
44.0884,54.3809
67.2663,109.171
-169.878,-225.291
-115.887,-66.324
6.09533,-24.1106
411.958,213.404
22.4732,161.879
-103.369,-67.1031
-39.6168,-14.1485
-121.736,-53.0948
50.1386,50.7299
-113.463,211.724
-65.1933,258.34
-24.0837,-30.9446
274.188,9.96436
-78.5218,-33.5082
26.079,-126.09
47.7156,-222.408
121.897,9.03761
218.356,-167.189
-59.628,79.7322
-86.4233,220.926
-213.275,-3.38316
-196.433,92.2444
188.348,-21.0546
48.7717,55.1316
-48.1233,72.063
-86.2359,246.38
-9.57547,-151.003
-26.9347,24.316
24.3228,-6.96266
15.5063,-34.2638
68.5345,16.7106
86.6633,-7.23063
142.996,189.618
-92.0481,-205.854
-115.487,-89.3001
45.6559,228.509
58.977,-10.1954
147.838,143.755
-107.553,157.653
-166.707,-109.179
-67.0937,184.475
-77.7784,-129.048
-128.353,-300.532
-114.676,120.168
-309.98,87.1998
169.961,37.2398
166.572,235.471
-60.4794,-184.186
269.648,105.759
24.9269,111.219
-68.5278,-300.671
45.8822,255.865
24.4702,13.5993
-208.401,-161.289
27.8192,43.7764
125.266,-153.55
-120.634,90.3372
-159.219,43.8482
-23.7453,-264.888
-86.99,67.5519
-68.93,25.7414
188.862,80.906
267.457,-43.2483
77.2647,-154.445
-140.84,-77.837
125.171,63.2537
-114.638,-213.99
150.643,75.7212
199.983,-86.3889
-29.158,-325.098
208.18,-157.106
-161.299,-39.469
104.903,-195.819
39.4865,63.7285
16.5356,-285.348
-241.226,-199.426
70.6368,76.8762
7.29028,160.078
259.228,41.3618
230.194,22.3007
-19.97,-8.02341
30.6557,-51.7191
-138.784,-176.441
29.3523,116.487
218.283,9.5831
-113.85,-96.4843
-169,135.751
-42.4249,-5.23694
-198.249,-49.1276
-166.991,-133.937
-125.605,-178.903
-164.206,13.6987
157.128,-13.1495
-141.063,-65.8357
-98.4875,174.585
118.926,-37.6199
51.3367,-219.952
230.403,341.17
169.538,-5.63129
68.9484,-166.606
-109.612,-16.6071
93.9395,178.613
143.558,-150.256
-77.6814,-234.646
-83.531,-159.727
144.83,200.698
31.0156,3.1544
-32.3895,199.861
-315.715,-109.411
3.7252,67.5789
37.5149,188.466
-39.585,24.571
-13.558,-6.50301
-69.1432,5.8195
-118.506,-202.497
-25.2803,-5.69967
-23.6581,-25.2564
-12.011,-94.7138
-123.657,154.676
-38.4332,185.493
71.5488,243.223
87.6017,6.24662
177.347,47.755
-258.257,-43.4513
47.0917,-171.656
377.221,100.192
47.6993,117.441
-64.7493,133.624
139.109,57.672
174.609,-169.527
-123.684,126.512
-2.36845,-32.6834
85.5294,51.0257
32.2662,-68.259
353.423,21.4791
70.1074,130.417
44.1922,202.19
-23.4779,120.551
253.512,59.2671
53.6947,184.859
-3.43177,-176.208
-188.192,225.709
-300.58,117.197
60.7335,107.714
-91.7562,-39.2182
-11.4413,0.821716
-55.2612,184.517
78.4014,108.257
91.2317,118.057
95.8214,67.3362
-72.1386,131.523
144.097,-51.7832
155.334,-69.6756
259.743,-390.685
131.354,-139.007
133.892,39.8974
46.2715,-209.584
67.211,-67.559
-216.964,2.79807
58.8556,132.748
77.4567,288.352
-69.3218,-6.66859
195.023,64.6441
161.932,43.1896
-222.76,10.4213
177.167,149.9
-59.9379,-173.065
-210.511,105.572
64.3482,-162.592
-41.9321,115.587
-82.4791,56.5151
2.41998,-232.18
109.908,174.816
-181.822,76.7583
105.633,29.3518
154.745,3.57344
-327.655,-160.26
150.497,-156.342
48.1494,11.8283
-46.8411,32.7864
-21.5855,-186.934
-221.977,-26.3973
-16.8448,-39.0023
43.1745,35.1576
75.5517,108.239
-175.863,80.8882
272.991,24.0995
-43.7929,-33.0947
244.435,-59.003
-83.0683,263.986
126.572,237.876
187.311,-70.4543
-23.3119,102.967
-17.4615,-48.0705
61.6851,170.431
193.607,-4.85909
80.479,-268.868
-129.324,202.053
-68.3763,-214.506
-174.93,26.6686
198.822,-176.675
35.4249,-155.683
16.6364,-60.639
-81.9043,47.5311
-253.71,62.8682
-30.8142,251.297
-90.2094,198.011
-134.331,-182.634
-115.484,61.1473
-35.9843,-58.9921
87.8121,11.8769
-221.418,-67.3402
-51.3417,202.74
-239.553,-84.6972
132.409,-6.49803
22.8128,25.0707
85.5345,155.442
246.913,-31.8479
69.7999,151.398
102.488,152.574
-14.6303,8.72476
-187.407,146.37
78.5609,-131.384
-39.0978,-103.772
110.891,173.413
-153.805,44.7179
-15.9423,-152.824
-8.73623,71.079
48.6018,72.2837
-42.0348,235.639
42.207,-50.3161
-157.089,207.431
-497.242,-23.4508
-7.94611,-157.813
77.8396,-124.772
35.0964,120.307
-200.761,-28.5982
125.403,-69.696
176.625,113.254
179.001,80.3845
-183.643,135.45
91.6532,-148.263
-318.142,-66.7476
74.8009,104.048
-68.9344,15.9984
199.485,315.152
-165.626,237.196
206.525,259.923
-99.0835,-43.359
-58.064,-126.549
-56.3653,-170.069
-3.40886,-122.963
-32.5024,-27.682
-163.106,-61.9382
110.11,-31.4322
-128.614,144.083
-67.6946,385.442
1.02963,96.8181
114.078,-36.5622
12.0181,-35.0169
-81.0138,-26.6482
-28.0041,-10.4694
-24.8675,-130.973
-180.629,-463.198
-6.29131,-4.00141
0.864624,-6.56156
160.264,-230.888
-130.6,-73.4179
79.5098,47.2858
-77.0541,10.3254
-143.765,203.58
-241.247,241.682
178.035,73.6105
-161.343,83.2167
-13.3014,97.8114
-125.243,206.663
15.4671,-147.011
-201.248,124.604
107.717,-215.632
-248.327,-3.11619
-35.2892,116.878
-79.3831,-243.219
-208.676,-255.334
108.909,-237.412
-104.788,-131.897
36.1917,159.778
161.132,259.79
-89.0623,-91.1625
-98.3143,-195.67
-63.1627,-100.9
-68.7446,-2.10907
-242.914,118.129
45.1609,-37.9516
23.6444,8.44145
328.805,256.102
-50.0532,-4.95209
-50.8765,-38.5769
407.85,-194.453
-206.928,-119.055
356.888,132.673
176.456,230.943
112.244,35.7324
150.55,219.456
116.468,-42.9475
-56.5171,39.9286
-190.483,136.745
192.51,101.185
-44.8664,105.021
12.2792,13.7683
-19.9159,-39.3644
53.8185,70.4722
-136.551,-15.3195
-22.9762,-218.835
-155.634,-207.046
-45.0652,-233.801
70.2448,-151.634
211.702,135.673
213.751,285.95
-2.09128,317.409
204.049,-69.8964
-148.196,150.682
79.8368,252.338
-53.1903,-38.4088
-34.2748,-62.5493
219.024,112.22
11.2748,-6.58428
213.136,-40.7684
-86.9541,-162.323
-87.5255,-2.93521
-122.239,-105.848
-140.499,-314.651
-83.4201,-181.931
-226.034,-25.0125
-184.066,28.8662
-82.4097,22.0425
-126.847,-158.989
-274.946,-62.4858
181.776,148.568
69.1981,-85.1109
37.0721,163.666
-40.9622,-68.2414
19.8354,209.889
102.152,81.8862
63.865,256.563
162.278,-172.072
-59.6041,243.973
-143.315,-205.544
71.28,30.7721
-185.907,-259.079
171.079,134.477
-81.6907,-67.2209
42.8792,-133.883
-54.9615,-52.0967
99.4529,61.1032
-139.117,-46.4728
29.2293,-122.151
-21.4009,-114.398
216.053,151.452
-100.65,-27.7722
271.69,-83.6998
153.767,-177.377
310.392,-42.6071
-0.836422,257.624
-162.445,452.301
-35.948,302.019
273.325,124.226
190.058,-55.6342
87.2485,-15.1333
-9.00343,112.951
252.729,-266.117
81.7671,-205.495
119.728,-204.067
274.914,119.259
-49.9442,-14.2663
-206.936,-284.651
52.6785,14.0187
-8.92944,-135.965
78.2571,271.543
147.202,-42.0767
-138.039,145.916
89.2149,189.332
-75.4061,-396.836
357.562,180.057
-185.659,46.9842
317.072,-264.401
-112.78,100.861
-35.3704,-97.0823
47.4316,-3.22091
43.0401,-42.2809
2.35107,298.431
-118.866,-357.901
30.5183,-30.5402
133.529,48.441
-74.0785,86.4381
73.4377,25.5496
99.4499,-52.3725
-28.7752,15.1861
-151.825,249.429
-147.204,66.1304
-37.7101,70.7726
-23.6976,130.99
-134.327,-16.6057
76.4685,-17.9454
158.785,-24.9899
-18.4035,130.767
12.6898,144.035
-145.677,-41.4424
105.317,210.859
-219.911,98.7011
-61.5164,-75.5889
261.928,16.6928
-244.019,-44.2995
109.875,50.892
20.4207,21.8422
-131.544,68.2275
-131.438,52.6984
-149.479,43.5223
-109.272,-118.354
50.8873,8.94614
-109.245,19.542
60.2358,10.1843
292.855,192.124
-196.066,-61.1773
54.4878,-142.587
83.2371,29.4253
8.28207,128.376
204.97,-58.8863
88.9886,138.6
6.68804,71.3325
111.292,2.90756
-30.0106,-289.324
52.7798,-105.01
11.9305,209.372
132.306,-24.0338
-166.877,-91.0788
93.8781,-95.9546
125.727,15.0087
-22.452,-123.681
106.598,-294.273
56.7754,165.136
2.79569,-8.53935
-62.4946,305.987
-155.925,338.591
-158.447,53.959
-160.645,224.246
-10.4023,-78.3925
-8.72154,-81.6599
16.676,42.6431
165.592,0.878352
294.76,-108.462
14.0268,-300.39
-66.573,-15.5163
-24.7608,141.262
-212.474,25.1131
-39.3753,377.902
74.3955,-82.8861
-20.8053,24.1003
-229.584,28.2044
-61.4895,-259.928
-195.339,-43.2195
-23.6457,-24.4185
234.686,-73.3421
-52.2776,35.8899
265.016,-130.973
34.8895,-10.7746
84.0926,-163.594
179.137,-10.4188
-78.7906,-198.178
-47.4436,44.0859
11.1132,-148.105
156.538,7.01746
60.4885,8.55438
-110.852,16.7669
66.1133,-218.884
-140.569,124.545
411.195,-37.8807
141.956,-1.85941
247.5,-16.7894
115.338,-199.968
37.1124,-184.235
125.395,-137.459
280.819,-75.3957
-64.1307,-44.8233
-358.138,33.9957
21.1204,448.529
126.713,-139.149
-48.3428,86.6002
-47.1017,44.3975
-86.8884,103.326
17.1477,242.079
30.3695,97.7553
-37.3042,151.316
236.009,-58.8548
-181.212,-63.3977
214.046,279.719
-11.2294,-76.0878
-107.705,47.0146
-231.379,60.9739
-4.80235,61.3797
124.5,-91.7176
-278.602,110.359
99.4231,-69.4162
29.6572,-192.487
155.009,59.0826
-137.17,253.672
-284.176,87.3695
-38.0699,38.5873
1.8124,232.832
-182.346,109.068
177.148,86.2504
26.9441,-288.436
99.872,-190.369
84.585,-97.658
70.0085,87.5533
155.784,-255.215
70.041,-77.2091
-136.733,133.795
-19.0134,-204.584
16.8939,-87.9626
73.2598,259.662
-53.823,112.429
93.3816,138.734
136.626,44.4523
26.6631,182.077
31.3163,-256.612
173.858,-24.5801
147.038,-111.9
8.05605,-142.543
15.5594,139.478
150.662,41.1236
-202.592,-25.9789
-453.587,157.505
-152.117,18.0501
-124.075,9.29846
22.1314,230.513
147.138,93.6388
-70.36,-133.236
-9.80989,-143.239
-459.096,185.999
-47.1663,-60.0371
-29.5697,-159.886
9.60143,-65.0411
-129.941,134.658
79.1177,-206.784
-50.6414,-18.2048
330.689,11.2222
148.779,-143.45
-64.5934,-94.8362
38.8503,-12.7964
60.3658,-90.3341
71.0585,244.509
90.5346,122.857
119.485,-139.735
-160.836,77.3347
-114.269,-316.587
-114.022,108.45
-158.642,-254.254
24.3175,48.7791
-99.9739,-88.3364
52.7848,196.728
-204.2,-51.5309
154.09,113.546
-29.4187,155.698
-206.383,85.0886
47.5515,-89.9998
105.925,76.9285
-72.1418,198.811
-42.4849,-80.7317
115.136,81.3344
71.4257,219.647
-263.017,40.7992
142.66,105.316
269.745,-107.087
-65.1863,91.9423
333.326,-277.375
37.3513,119.148
-131.826,-141.07
-52.2279,-344.055
216.991,-42.4592
27.5559,32.5148
-119.336,128.57
38.3795,-54.7063
-54.538,-276.081
36.8227,-37.2611
115.727,-310.761
251.698,110.951
383.831,118.067
3.86936,82.6906
-194.229,72.7852
49.9357,210.718
165.026,-94.3848
-15.3877,-68.3973
-90.4488,34.6009
-145.918,15.7929
204.622,166.956
-37.8619,156.235
71.3259,-262.518
-64.0231,-76.9481
245.644,140.091
-142.688,184.154
-186.953,-28.0149
-51.8774,-49.7358
269.855,-170.136
-76.5427,199.11
106.807,-98.0303
-121.679,-67.3198
-37.7768,250.394
-64.103,-143.947
-137.24,225.956
370.99,-75.9304
75.0829,-271.159
414.075,-7.96093
-8.79913,189.505
102.824,-67.5329
-22.0611,-136.523
321.49,63.5035
3.91054,75.1983
163.381,175.222
74.403,107.187
25.0849,26.7704
147.591,-110.48
-90.9414,69.5569
340.498,-88.9734
65.2559,79.8483
57.6953,150.827
-38.3692,-25.4886
-246.227,73.4702
-200.327,-53.5894
61.0782,-144.095
97.6978,-96.8214
-47.7903,177.441
33.4873,175.733
76.513,33.4111
77.6234,13.6491
-68.3787,142.58
-47.0012,-8.4662
-141.796,-97.4812
-117.145,181.968
4.52186,198.427
83.7054,121.929
-73.5762,-269.966
-223.059,292.475
166.496,78.4081
-288.959,-116.124
173.272,150.873
206.025,274.459
135.168,70.5488
-117.908,149.926
200.594,-54.5524
96.6654,-147.269
11.3475,-270.276
-7.91751,233.658
-139.09,-130.05
125.758,-71.3459
-46.5855,-55.5659
101.298,93.8511
117.032,-232.13
-151.355,-75.5847
-179.672,-258.168
-91.5989,-122.152
211.981,101.5
-50.5719,-63.0097
221.099,-295.693
-3.62604,72.5246
-97.8451,55.0948
-16.1461,-58.5638
46.5514,123.214
97.4471,-65.6515
151.763,-32.419
63.0052,58.7037
-190.997,-135.338
-18.6768,-161.229
32.2607,7.19596
-79.3832,109.28
-114.14,117.889
217.002,74.1422
-41.743,-52.0044
-88.5534,80.1706
30.0178,10.6554
-86.1292,-60.4146
-12.8396,-243.665
119.23,72.7226
154.785,-23.7355
-149.363,-174.801
18.9941,-26.8402
-31.8956,38.5235
-98.1412,97.0195
43.7995,-15.1909
29.4858,147.724
63.287,94.741
-137.938,-167.65
50.8992,2.7938
-116.817,-118.326
-85.9452,-263.837
114.461,3.91772
97.5959,14.3708
-210.312,-219.286
-148.285,-77.001
-23.62,123.72
232.619,-51.7828
-101.479,164.224
-247.844,-90.6608
-68.3498,-124.917
161.664,7.94154
-145.847,-67.7916
147.197,-180.242
-171.866,101.351
-87.2616,66.9383
-8.16249,58.9403
-29.8302,221.538
148.616,169.239
94.7378,61.8642
-24.224,26.95
-7.64722,-103.387
-124.931,143.17
229.63,-101.693
-91.9323,211.951
-100.04,282.271
-26.5063,-73.7195
38.9325,-107.626
-17.7139,-6.83393
-51.7872,31.4582
-192.922,-51.6949
-181.629,-4.87039
92.5664,-144.986
57.8961,-68.2177
-117.477,-132.922
40.2727,-32.2945
83.2409,-118.121
-142.665,-96.1518
219.646,46.5502
46.1966,404.641
80.2674,123.956
106.176,-88.7624
59.5316,-116.488
13.3682,136.262
-127.439,-26.3662
47.039,-86.7113
-216.634,179.364
43.051,-266.888
65.5388,76.1849
-207.228,-38.2382
-125.192,-1.461
-111.267,25.1688
58.0008,-71.3175
-14.978,-139.116
86.0235,98.6483
273.866,-4.73936
106.465,448.714
-208.569,139.927
39.9437,-78.425
16.2131,57.2811
44.0839,25.2394
-112.429,90.8347
134.893,-133.138
-130.948,-165.936
145.472,191.524
47.0006,-36.5622
-21.1337,-122.729
-160.184,94.9264
-114.265,38.3267
2.57258,48.541
13.3019,-114.62
-11.598,-64.4278
8.6871,-52.5352
-44.66,13.6908
-195.572,-30.4426
109.958,240.636
-119.086,-26.7434
-106.899,-230.321
-51.2724,-197.586
41.7163,126.158
23.9786,-90.2599
-94.3719,379.905
155.827,24.9284
-27.7697,67.8585
-98.3454,90.7824
-78.4364,133.569
172.654,-105.323
-126.591,-209.731
305.879,160.418
156.435,-21.0849
198.67,-26.9091
211.13,-11.8186
-253.073,-42.5049
-160.479,182.568
-127.089,-62.4346
19.8383,-137.418
-48.2953,-45.5886
96.0203,13.3875
-140.813,-260.529
-64.1718,283.727
-37.2224,43.1952
-11.8217,-182.565
41.601,-123.252
-172.821,103.221
-34.1492,16.8034
13.6297,-148.445
98.8339,-39.9102
131.787,62.4585
111.464,-76.2361
-209.238,170.244
-162.279,-28.8679
-193.103,16.2597
110.144,-63.0374
-119.697,31.0646
-22.2821,-345.276
125.184,-181.587
192.484,-226.914
128.203,52.4206
137.709,-41.2905
102.779,-93.8509
121.533,108.574
-235.622,-53.7637
-81.1858,102.175
86.9786,77.9801
-124.097,-240.965
326.28,-260.173
41.2227,-79.5162
149.634,100.348
238.261,-114.875
237.964,10.561
-27.4944,-53.3378
-54.7425,-3.40207
-29.5333,21.0923
128.236,-209.863
25.1527,-151.688
119.006,-86.5308
187.672,271.169
119.512,-152.571
-24.3157,-32.1297
67.7843,-304.863
63.472,-118.986
-138.352,97.0617
-129.818,-237.551
-58.8513,-335.448
68.3115,18.126
44.8179,-106.051
-271.035,-223.273
-220.504,-164.112
224.017,-35.8554
12.8885,250.818
-257.573,-44.8721
117.003,78.4031
-45.9167,14.2472
-289.5,-160.992
173.865,-62.7979
-92.9445,-78.1538
-22.7691,-153.026
12.5747,210.727
214.902,-225.617
16.8887,130.375
15.725,-46.0452
-161.506,-123.109
32.5945,-37.2001
-177.755,199.935
-38.7177,-403.688
55.4482,26.8367
87.1551,-199.496
327.568,124.138
145.093,153.126
139.569,96.0705
76.2532,-29.6114
-384.402,38.8074
-343.565,85.5999
-95.2603,-112.741
-26.4959,-65.334
-163.63,26.543
-169.816,-11.0534
-88.9586,-69.146
-9.69285,122.599
145.833,-64.9378
-175.451,113.392
56.813,-194.551
12.5181,207.66
-69.6682,-298.673
308.812,153.142
54.2192,25.8513
282.252,78.3948
